"taskId","providerId","name","priority","region","city","address","phone","website","missingFields","source","sourceQuality","importSource","reviewReason","suggestedSearches"
"gp-corroborate:gp-hikurangi-medical-centre-35-5965-174-2857","gp-hikurangi-medical-centre-35-5965-174-2857","Hikurangi Medical Centre","medium","Northland","Hikurangi","57 King Street, Hikurangi, Northland 0114","(09) 433 8799","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Hikurangi Medical Centre"" ""Hikurangi"" GP NZ; ""Hikurangi Medical Centre"" ""57 King Street, Hikurangi, Northland 0114""; ""(09) 433 8799"" ""Hikurangi Medical Centre""; site:healthpoint.co.nz ""Hikurangi Medical Centre"" ""Hikurangi""; site:health.govt.nz ""Hikurangi Medical Centre"" ""Hikurangi""; ""Hikurangi Medical Centre"" ""Hikurangi"" ""medical centre"" NZ"
"gp-corroborate:gp-wh-nau-ora-community-clinic-kaikohe-35-4081-173-7970","gp-wh-nau-ora-community-clinic-kaikohe-35-4081-173-7970","Whānau Ora Community Clinic - Kaikohe","medium","Northland","Kaikohe","158 Broadway, (the old RSA Building), Kaikohe, Northland 0405","(09) 283 5580","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Whānau Ora Community Clinic - Kaikohe"" ""Kaikohe"" GP NZ; ""Whānau Ora Community Clinic - Kaikohe"" ""158 Broadway, (the old RSA Building), Kaikohe, Northland 0405""; ""(09) 283 5580"" ""Whānau Ora Community Clinic - Kaikohe""; site:healthpoint.co.nz ""Whānau Ora Community Clinic - Kaikohe"" ""Kaikohe""; site:health.govt.nz ""Whānau Ora Community Clinic - Kaikohe"" ""Kaikohe""; ""Whānau Ora Community Clinic - Kaikohe"" ""Kaikohe"" ""medical centre"" NZ"
"gp-corroborate:gp-commercial-street-surgery-35-3806-174-0683","gp-commercial-street-surgery-35-3806-174-0683","Commercial Street Surgery","medium","Northland","Kawakawa","8 Commercial Street, Kawakawa, Northland 0210","(09) 404 0885","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Commercial Street Surgery"" ""Kawakawa"" GP NZ; ""Commercial Street Surgery"" ""8 Commercial Street, Kawakawa, Northland 0210""; ""(09) 404 0885"" ""Commercial Street Surgery""; site:healthpoint.co.nz ""Commercial Street Surgery"" ""Kawakawa""; site:health.govt.nz ""Commercial Street Surgery"" ""Kawakawa""; ""Commercial Street Surgery"" ""Kawakawa"" ""medical centre"" NZ"
"gp-corroborate:gp-coast-to-coast-health-care-36-1098-174-3543","gp-coast-to-coast-health-care-36-1098-174-3543","Coast To Coast Health Care","medium","Northland","Maungaturoto","138 Hurndall Street, Maungaturoto, Northland 0520","(09) 431 8576","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Coast To Coast Health Care"" ""Maungaturoto"" GP NZ; ""Coast To Coast Health Care"" ""138 Hurndall Street, Maungaturoto, Northland 0520""; ""(09) 431 8576"" ""Coast To Coast Health Care""; site:healthpoint.co.nz ""Coast To Coast Health Care"" ""Maungaturoto""; site:health.govt.nz ""Coast To Coast Health Care"" ""Maungaturoto""; ""Coast To Coast Health Care"" ""Maungaturoto"" ""medical centre"" NZ"
"gp-corroborate:gp-te-ara-tu-o-ng-ti-hine-35-3882-174-0126","gp-te-ara-tu-o-ng-ti-hine-35-3882-174-0126","Te Ara Tu o Ngāti Hine","medium","Northland","Moerewa","44 Main Road, Moerewa 0211","(09) 404 0241","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Ara Tu o Ngāti Hine"" ""Moerewa"" GP NZ; ""Te Ara Tu o Ngāti Hine"" ""44 Main Road, Moerewa 0211""; ""(09) 404 0241"" ""Te Ara Tu o Ngāti Hine""; site:healthpoint.co.nz ""Te Ara Tu o Ngāti Hine"" ""Moerewa""; site:health.govt.nz ""Te Ara Tu o Ngāti Hine"" ""Moerewa""; ""Te Ara Tu o Ngāti Hine"" ""Moerewa"" ""medical centre"" NZ"
"gp-corroborate:gp-ngunguru-medical-centre-35-6269-174-5097","gp-ngunguru-medical-centre-35-6269-174-5097","Ngunguru Medical Centre","medium","Northland","Ngunguru","2 Shoebridge Crescent, Ngunguru, Northland 0173","(09) 434 3732","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Ngunguru Medical Centre"" ""Ngunguru"" GP NZ; ""Ngunguru Medical Centre"" ""2 Shoebridge Crescent, Ngunguru, Northland 0173""; ""(09) 434 3732"" ""Ngunguru Medical Centre""; site:healthpoint.co.nz ""Ngunguru Medical Centre"" ""Ngunguru""; site:health.govt.nz ""Ngunguru Medical Centre"" ""Ngunguru""; ""Ngunguru Medical Centre"" ""Ngunguru"" ""medical centre"" NZ"
"gp-corroborate:gp-paihia-medical-services-35-2812-174-0915","gp-paihia-medical-services-35-2812-174-0915","Paihia Medical Services","medium","Northland","Paihia","Level 1, 76 Marsden Road, Paihia, Northland 0252","(09) 402 8407","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Paihia Medical Services"" ""Paihia"" GP NZ; ""Paihia Medical Services"" ""Level 1, 76 Marsden Road, Paihia, Northland 0252""; ""(09) 402 8407"" ""Paihia Medical Services""; site:healthpoint.co.nz ""Paihia Medical Services"" ""Paihia""; site:health.govt.nz ""Paihia Medical Services"" ""Paihia""; ""Paihia Medical Services"" ""Paihia"" ""medical centre"" NZ"
"gp-corroborate:gp-coast-to-coast-health-care-paparoa-medical-centre-36-1021-174-2330","gp-coast-to-coast-health-care-paparoa-medical-centre-36-1021-174-2330","Coast To Coast Health Care - Paparoa Medical Centre","medium","Northland","Paparoa","1980 Paparoa Valley Road, Paparoa, Northland 0571","(09) 431 7222","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Coast To Coast Health Care - Paparoa Medical Centre"" ""Paparoa"" GP NZ; ""Coast To Coast Health Care - Paparoa Medical Centre"" ""1980 Paparoa Valley Road, Paparoa, Northland 0571""; ""(09) 431 7222"" ""Coast To Coast Health Care - Paparoa Medical Centre""; site:healthpoint.co.nz ""Coast To Coast Health Care - Paparoa Medical Centre"" ""Paparoa""; site:health.govt.nz ""Coast To Coast Health Care - Paparoa Medical Centre"" ""Paparoa""; ""Coast To Coast Health Care - Paparoa Medical Centre"" ""Paparoa"" ""medical centre"" NZ"
"gp-corroborate:gp-bream-bay-medical-centre-35-8750-174-4553","gp-bream-bay-medical-centre-35-8750-174-4553","Bream Bay Medical Centre","medium","Northland","Ruakākā","Shop 22, Ruakākā Town Centre, Marsden Point Road, Ruakākā 0171","(09) 432 8060","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Bream Bay Medical Centre"" ""Ruakākā"" GP NZ; ""Bream Bay Medical Centre"" ""Shop 22, Ruakākā Town Centre, Marsden Point Road, Ruakākā 0171""; ""(09) 432 8060"" ""Bream Bay Medical Centre""; site:healthpoint.co.nz ""Bream Bay Medical Centre"" ""Ruakākā""; site:health.govt.nz ""Bream Bay Medical Centre"" ""Ruakākā""; ""Bream Bay Medical Centre"" ""Ruakākā"" ""medical centre"" NZ"
"gp-corroborate:gp-russell-medical-services-35-2611-174-1230","gp-russell-medical-services-35-2611-174-1230","Russell Medical Services","medium","Northland","Russell","16-18 Church Street, Russell, Northland 0202","(09) 403 7690","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Russell Medical Services"" ""Russell"" GP NZ; ""Russell Medical Services"" ""16-18 Church Street, Russell, Northland 0202""; ""(09) 403 7690"" ""Russell Medical Services""; site:healthpoint.co.nz ""Russell Medical Services"" ""Russell""; site:health.govt.nz ""Russell Medical Services"" ""Russell""; ""Russell Medical Services"" ""Russell"" ""medical centre"" NZ"
"gp-corroborate:gp-bank-street-medical-35-7212-174-3204","gp-bank-street-medical-35-7212-174-3204","Bank Street Medical","medium","Northland","Whangārei","121 Bank Street, Whangārei, Northland 0110","(09) 438 4379","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Bank Street Medical"" ""Whangārei"" GP NZ; ""Bank Street Medical"" ""121 Bank Street, Whangārei, Northland 0110""; ""(09) 438 4379"" ""Bank Street Medical""; site:healthpoint.co.nz ""Bank Street Medical"" ""Whangārei""; site:health.govt.nz ""Bank Street Medical"" ""Whangārei""; ""Bank Street Medical"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-horizon-health-35-7242-174-3188","gp-horizon-health-35-7242-174-3188","Horizon Health","medium","Northland","Whangārei","19 Rust Avenue, Vinetown, Whangārei, Northland 0110","(09) 438 2181","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Horizon Health"" ""Whangārei"" GP NZ; ""Horizon Health"" ""19 Rust Avenue, Vinetown, Whangārei, Northland 0110""; ""(09) 438 2181"" ""Horizon Health""; site:healthpoint.co.nz ""Horizon Health"" ""Whangārei""; site:health.govt.nz ""Horizon Health"" ""Whangārei""; ""Horizon Health"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-james-street-doctors-35-7254-174-3209","gp-james-street-doctors-35-7254-174-3209","James Street Doctors","medium","Northland","Whangārei","Level 2, 1 James Street, Whangārei, Northland 0110","(09) 438 4172","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""James Street Doctors"" ""Whangārei"" GP NZ; ""James Street Doctors"" ""Level 2, 1 James Street, Whangārei, Northland 0110""; ""(09) 438 4172"" ""James Street Doctors""; site:healthpoint.co.nz ""James Street Doctors"" ""Whangārei""; site:health.govt.nz ""James Street Doctors"" ""Whangārei""; ""James Street Doctors"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-rata-family-health-dr-mathieson-35-7230-174-3169","gp-rata-family-health-dr-mathieson-35-7230-174-3169","Rata Family Health - Dr Mathieson","medium","Northland","Whangārei","17 Rust Avenue, Whangārei, Northland 0110","(09) 438 4181","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Rata Family Health - Dr Mathieson"" ""Whangārei"" GP NZ; ""Rata Family Health - Dr Mathieson"" ""17 Rust Avenue, Whangārei, Northland 0110""; ""(09) 438 4181"" ""Rata Family Health - Dr Mathieson""; site:healthpoint.co.nz ""Rata Family Health - Dr Mathieson"" ""Whangārei""; site:health.govt.nz ""Rata Family Health - Dr Mathieson"" ""Whangārei""; ""Rata Family Health - Dr Mathieson"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-te-aroha-noa-medical-centre-35-7235-174-3197","gp-te-aroha-noa-medical-centre-35-7235-174-3197","Te Aroha Noa Medical Centre","medium","Northland","Whangārei","73a Bank Street, Whangārei, Northland 0110","(09) 438 9777","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Te Aroha Noa Medical Centre"" ""Whangārei"" GP NZ; ""Te Aroha Noa Medical Centre"" ""73a Bank Street, Whangārei, Northland 0110""; ""(09) 438 9777"" ""Te Aroha Noa Medical Centre""; site:healthpoint.co.nz ""Te Aroha Noa Medical Centre"" ""Whangārei""; site:health.govt.nz ""Te Aroha Noa Medical Centre"" ""Whangārei""; ""Te Aroha Noa Medical Centre"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-the-doctors-tikipunga-35-6835-174-3230","gp-the-doctors-tikipunga-35-6835-174-3230","The Doctors Tikipunga","medium","Northland","Whangārei","53 Paramount Parade, Tikipunga, Whangārei, Northland 0112","(09) 435 2528","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""The Doctors Tikipunga"" ""Whangārei"" GP NZ; ""The Doctors Tikipunga"" ""53 Paramount Parade, Tikipunga, Whangārei, Northland 0112""; ""(09) 435 2528"" ""The Doctors Tikipunga""; site:healthpoint.co.nz ""The Doctors Tikipunga"" ""Whangārei""; site:health.govt.nz ""The Doctors Tikipunga"" ""Whangārei""; ""The Doctors Tikipunga"" ""Whangārei"" ""medical centre"" NZ"
"gp-corroborate:gp-albany-street-medical-centre-dunedin-45-8661-170-5089","gp-albany-street-medical-centre-dunedin-45-8661-170-5089","Albany Street Medical Centre (Dunedin)","medium","Otago","Dunedin","29 Albany Street, North Dunedin, Dunedin, Otago 9016","(03) 477 8812","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Albany Street Medical Centre (Dunedin)"" ""Dunedin"" GP NZ; ""Albany Street Medical Centre (Dunedin)"" ""29 Albany Street, North Dunedin, Dunedin, Otago 9016""; ""(03) 477 8812"" ""Albany Street Medical Centre (Dunedin)""; site:healthpoint.co.nz ""Albany Street Medical Centre (Dunedin)"" ""Dunedin""; site:health.govt.nz ""Albany Street Medical Centre (Dunedin)"" ""Dunedin""; ""Albany Street Medical Centre (Dunedin)"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-green-island-family-healthcare-45-9028-170-4301","gp-green-island-family-healthcare-45-9028-170-4301","Green Island Family Healthcare","medium","Otago","Dunedin","20 Shand Street, Green Island, Dunedin, Otago 9018","(03) 488 2222","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Green Island Family Healthcare"" ""Dunedin"" GP NZ; ""Green Island Family Healthcare"" ""20 Shand Street, Green Island, Dunedin, Otago 9018""; ""(03) 488 2222"" ""Green Island Family Healthcare""; site:healthpoint.co.nz ""Green Island Family Healthcare"" ""Dunedin""; site:health.govt.nz ""Green Island Family Healthcare"" ""Dunedin""; ""Green Island Family Healthcare"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-helensburgh-medical-centre-45-8534-170-4836","gp-helensburgh-medical-centre-45-8534-170-4836","Helensburgh Medical Centre","medium","Otago","Dunedin","231 Helensburgh Road, Helensburgh, Dunedin 9010","(03) 476 4565","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Helensburgh Medical Centre"" ""Dunedin"" GP NZ; ""Helensburgh Medical Centre"" ""231 Helensburgh Road, Helensburgh, Dunedin 9010""; ""(03) 476 4565"" ""Helensburgh Medical Centre""; site:healthpoint.co.nz ""Helensburgh Medical Centre"" ""Dunedin""; site:health.govt.nz ""Helensburgh Medical Centre"" ""Dunedin""; ""Helensburgh Medical Centre"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-m-ori-hill-clinic-45-8581-170-5008","gp-m-ori-hill-clinic-45-8581-170-5008","Māori Hill Clinic","medium","Otago","Dunedin","609 Highgate, Māori Hill, Dunedin 9010","(03) 464 0044","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Māori Hill Clinic"" ""Dunedin"" GP NZ; ""Māori Hill Clinic"" ""609 Highgate, Māori Hill, Dunedin 9010""; ""(03) 464 0044"" ""Māori Hill Clinic""; site:healthpoint.co.nz ""Māori Hill Clinic"" ""Dunedin""; site:health.govt.nz ""Māori Hill Clinic"" ""Dunedin""; ""Māori Hill Clinic"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-otago-peninsula-medical-centre-45-8409-170-6534","gp-otago-peninsula-medical-centre-45-8409-170-6534","Otago Peninsula Medical Centre","medium","Otago","Dunedin","12 Allans Beach Road, Portobello, Dunedin 9014","(03) 478 0880","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Otago Peninsula Medical Centre"" ""Dunedin"" GP NZ; ""Otago Peninsula Medical Centre"" ""12 Allans Beach Road, Portobello, Dunedin 9014""; ""(03) 478 0880"" ""Otago Peninsula Medical Centre""; site:healthpoint.co.nz ""Otago Peninsula Medical Centre"" ""Dunedin""; site:health.govt.nz ""Otago Peninsula Medical Centre"" ""Dunedin""; ""Otago Peninsula Medical Centre"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-portsea-medical-practice-45-8820-170-4928","gp-portsea-medical-practice-45-8820-170-4928","Portsea Medical Practice","medium","Otago","Dunedin","127B Stafford Street, Dunedin Central, Dunedin, Otago 9016","(03) 742 2162","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Portsea Medical Practice"" ""Dunedin"" GP NZ; ""Portsea Medical Practice"" ""127B Stafford Street, Dunedin Central, Dunedin, Otago 9016""; ""(03) 742 2162"" ""Portsea Medical Practice""; site:healthpoint.co.nz ""Portsea Medical Practice"" ""Dunedin""; site:health.govt.nz ""Portsea Medical Practice"" ""Dunedin""; ""Portsea Medical Practice"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-waverley-health-45-8856-170-5281","gp-waverley-health-45-8856-170-5281","Waverley Health","medium","Otago","Dunedin","97 Larnach Road, Vauxhall, Dunedin, Otago 9013","(03) 454 3001","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Waverley Health"" ""Dunedin"" GP NZ; ""Waverley Health"" ""97 Larnach Road, Vauxhall, Dunedin, Otago 9013""; ""(03) 454 3001"" ""Waverley Health""; site:healthpoint.co.nz ""Waverley Health"" ""Dunedin""; site:health.govt.nz ""Waverley Health"" ""Dunedin""; ""Waverley Health"" ""Dunedin"" ""medical centre"" NZ"
"gp-corroborate:gp-gordon-road-medical-centre-45-8748-170-3472","gp-gordon-road-medical-centre-45-8748-170-3472","Gordon Road Medical Centre","medium","Otago","Mosgiel","4 Glasgow Street, Mosgiel, Otago 9024","(03) 489 8881","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Gordon Road Medical Centre"" ""Mosgiel"" GP NZ; ""Gordon Road Medical Centre"" ""4 Glasgow Street, Mosgiel, Otago 9024""; ""(03) 489 8881"" ""Gordon Road Medical Centre""; site:healthpoint.co.nz ""Gordon Road Medical Centre"" ""Mosgiel""; site:health.govt.nz ""Gordon Road Medical Centre"" ""Mosgiel""; ""Gordon Road Medical Centre"" ""Mosgiel"" ""medical centre"" NZ"
"gp-corroborate:gp-outram-medical-centre-45-8604-170-2289","gp-outram-medical-centre-45-8604-170-2289","Outram Medical Centre","medium","Otago","Outram","10 Beaumaris Street, Outram, Otago 9019","(03) 486 2150","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Outram Medical Centre"" ""Outram"" GP NZ; ""Outram Medical Centre"" ""10 Beaumaris Street, Outram, Otago 9019""; ""(03) 486 2150"" ""Outram Medical Centre""; site:healthpoint.co.nz ""Outram Medical Centre"" ""Outram""; site:health.govt.nz ""Outram Medical Centre"" ""Outram""; ""Outram Medical Centre"" ""Outram"" ""medical centre"" NZ"
"gp-corroborate:gp-lakeview-clinic-38-1425-176-2528","gp-lakeview-clinic-38-1425-176-2528","Lakeview Clinic","medium","Rotorua and Taupo","Rotorua","8 Victoria Street, Rotorua 3010","(07) 348 9119","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Lakeview Clinic"" ""Rotorua"" GP NZ; ""Lakeview Clinic"" ""8 Victoria Street, Rotorua 3010""; ""(07) 348 9119"" ""Lakeview Clinic""; site:healthpoint.co.nz ""Lakeview Clinic"" ""Rotorua""; site:health.govt.nz ""Lakeview Clinic"" ""Rotorua""; ""Lakeview Clinic"" ""Rotorua"" ""medical centre"" NZ"
"gp-corroborate:gp-western-heights-health-centre-38-1288-176-2199","gp-western-heights-health-centre-38-1288-176-2199","Western Heights Health Centre","medium","Rotorua and Taupo","Rotorua","1 Brookland Road, Western Heights, Rotorua, Bay Of Plenty 3015","(07) 347 0565","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Western Heights Health Centre"" ""Rotorua"" GP NZ; ""Western Heights Health Centre"" ""1 Brookland Road, Western Heights, Rotorua, Bay Of Plenty 3015""; ""(07) 347 0565"" ""Western Heights Health Centre""; site:healthpoint.co.nz ""Western Heights Health Centre"" ""Rotorua""; site:health.govt.nz ""Western Heights Health Centre"" ""Rotorua""; ""Western Heights Health Centre"" ""Rotorua"" ""medical centre"" NZ"
"gp-corroborate:gp-temuka-family-practice-44-2416-171-2772","gp-temuka-family-practice-44-2416-171-2772","Temuka Family Practice","medium","South Canterbury","Temuka","178 King Street, Andrewville, Temuka, Canterbury 7920","(03) 615 9920","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Temuka Family Practice"" ""Temuka"" GP NZ; ""Temuka Family Practice"" ""178 King Street, Andrewville, Temuka, Canterbury 7920""; ""(03) 615 9920"" ""Temuka Family Practice""; site:healthpoint.co.nz ""Temuka Family Practice"" ""Temuka""; site:health.govt.nz ""Temuka Family Practice"" ""Temuka""; ""Temuka Family Practice"" ""Temuka"" ""medical centre"" NZ"
"gp-corroborate:gp-hirsch-ford-medical-44-3949-171-2480","gp-hirsch-ford-medical-44-3949-171-2480","Hirsch-Ford Medical","medium","South Canterbury","Timaru","10 Elizabeth Street, Timaru Central, Timaru, Canterbury 7910","(03) 684 5154","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Hirsch-Ford Medical"" ""Timaru"" GP NZ; ""Hirsch-Ford Medical"" ""10 Elizabeth Street, Timaru Central, Timaru, Canterbury 7910""; ""(03) 684 5154"" ""Hirsch-Ford Medical""; site:healthpoint.co.nz ""Hirsch-Ford Medical"" ""Timaru""; site:health.govt.nz ""Hirsch-Ford Medical"" ""Timaru""; ""Hirsch-Ford Medical"" ""Timaru"" ""medical centre"" NZ"
"gp-corroborate:gp-bluff-medical-centre-46-6043-168-3503","gp-bluff-medical-centre-46-6043-168-3503","Bluff Medical Centre","medium","Southland","Bluff","2 Tone Street, Bluff, Southland 9814","(03) 212 7337","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Bluff Medical Centre"" ""Bluff"" GP NZ; ""Bluff Medical Centre"" ""2 Tone Street, Bluff, Southland 9814""; ""(03) 212 7337"" ""Bluff Medical Centre""; site:healthpoint.co.nz ""Bluff Medical Centre"" ""Bluff""; site:health.govt.nz ""Bluff Medical Centre"" ""Bluff""; ""Bluff Medical Centre"" ""Bluff"" ""medical centre"" NZ"
"gp-corroborate:gp-glengarry-medical-centre-46-4018-168-3855","gp-glengarry-medical-centre-46-4018-168-3855","Glengarry Medical Centre","medium","Southland","Invercargill","Glengarry Shopping Centre, 75 Glengarry Crescent, Glengarry, Invercargill, Southland 9810","(03) 217 4863","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Glengarry Medical Centre"" ""Invercargill"" GP NZ; ""Glengarry Medical Centre"" ""Glengarry Shopping Centre, 75 Glengarry Crescent, Glengarry, Invercargill, Southland 9810""; ""(03) 217 4863"" ""Glengarry Medical Centre""; site:healthpoint.co.nz ""Glengarry Medical Centre"" ""Invercargill""; site:health.govt.nz ""Glengarry Medical Centre"" ""Invercargill""; ""Glengarry Medical Centre"" ""Invercargill"" ""medical centre"" NZ"
"gp-corroborate:gp-queens-park-general-practice-ltd-46-4066-168-3530","gp-queens-park-general-practice-ltd-46-4066-168-3530","Queens Park General Practice Ltd","medium","Southland","Invercargill","97 Gala Street, Queens Park, Invercargill, Southland 9810","(03) 218 3189 ext 1","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Queens Park General Practice Ltd"" ""Invercargill"" GP NZ; ""Queens Park General Practice Ltd"" ""97 Gala Street, Queens Park, Invercargill, Southland 9810""; ""(03) 218 3189 ext 1"" ""Queens Park General Practice Ltd""; site:healthpoint.co.nz ""Queens Park General Practice Ltd"" ""Invercargill""; site:health.govt.nz ""Queens Park General Practice Ltd"" ""Invercargill""; ""Queens Park General Practice Ltd"" ""Invercargill"" ""medical centre"" NZ"
"gp-corroborate:gp-waikiwi-medical-centre-46-3792-168-3474","gp-waikiwi-medical-centre-46-3792-168-3474","Waikiwi Medical Centre","medium","Southland","Invercargill","233 North Road, Waikiwi, Invercargill 9810","(03) 215 8000","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Waikiwi Medical Centre"" ""Invercargill"" GP NZ; ""Waikiwi Medical Centre"" ""233 North Road, Waikiwi, Invercargill 9810""; ""(03) 215 8000"" ""Waikiwi Medical Centre""; site:healthpoint.co.nz ""Waikiwi Medical Centre"" ""Invercargill""; site:health.govt.nz ""Waikiwi Medical Centre"" ""Invercargill""; ""Waikiwi Medical Centre"" ""Invercargill"" ""medical centre"" NZ"
"gp-corroborate:gp-nightcaps-medical-centre-45-9704-168-0314","gp-nightcaps-medical-centre-45-9704-168-0314","Nightcaps Medical Centre","medium","Southland","Nightcaps","17 Johnston Road, Nightcaps, Southland 9630","(03) 225 7820","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Nightcaps Medical Centre"" ""Nightcaps"" GP NZ; ""Nightcaps Medical Centre"" ""17 Johnston Road, Nightcaps, Southland 9630""; ""(03) 225 7820"" ""Nightcaps Medical Centre""; site:healthpoint.co.nz ""Nightcaps Medical Centre"" ""Nightcaps""; site:health.govt.nz ""Nightcaps Medical Centre"" ""Nightcaps""; ""Nightcaps Medical Centre"" ""Nightcaps"" ""medical centre"" NZ"
"gp-corroborate:gp-otautau-medical-centre-46-1445-167-9988","gp-otautau-medical-centre-46-1445-167-9988","Otautau Medical Centre","medium","Southland","Otautau","3 Chester Street, Otautau, Southland 9610","(03) 225 8099","","website","https://doctorpricer.co.nz/","third-party public GP listing","doctorpricer","GP record needs stronger corroboration: missing website; DoctorPricer-derived source.","""Otautau Medical Centre"" ""Otautau"" GP NZ; ""Otautau Medical Centre"" ""3 Chester Street, Otautau, Southland 9610""; ""(03) 225 8099"" ""Otautau Medical Centre""; site:healthpoint.co.nz ""Otautau Medical Centre"" ""Otautau""; site:health.govt.nz ""Otautau Medical Centre"" ""Otautau""; ""Otautau Medical Centre"" ""Otautau"" ""medical centre"" NZ"
